,chestcircumference,waistcircumference,weightkg,stature,t_shirt_size
1033,1111,1090,871,1635,4
1034,855,835,580,1624,2
1035,1015,946,796,1634,3
1036,929,852,761,1749,3
1037,925,741,576,1646,3
1038,1129,1060,870,1600,4
1039,1008,1017,766,1600,4
1040,845,782,548,1517,2
1041,1039,1030,826,1659,4
1042,902,853,651,1718,3
1043,948,881,570,1533,3
1044,1051,948,719,1592,4
1045,1003,846,726,1636,3
1046,882,875,716,1648,3
1047,1056,982,832,1669,4
1048,965,791,604,1655,3
1049,932,844,764,1770,3
1050,1051,1028,934,1752,4
1051,850,768,573,1741,2
1052,830,775,582,1608,2
1053,889,718,553,1636,2
1054,1005,871,698,1555,3
1055,925,840,640,1573,3
1056,844,719,590,1623,2
1057,900,811,604,1534,2
1058,954,920,666,1543,3
1059,925,812,670,1744,3
1060,902,814,633,1623,2
1061,947,818,618,1587,3
1062,944,844,645,1563,3
1063,899,787,582,1655,2
1064,1033,948,796,1612,4
1065,900,834,609,1636,2
1066,996,972,823,1709,3
1067,906,763,567,1547,2
1068,896,710,510,1657,2
1069,876,805,601,1695,2
1070,955,843,716,1720,3
1071,912,866,681,1587,3
1072,1160,981,940,1676,5
1073,844,840,686,1726,3
1074,948,866,671,1616,3
1075,928,745,689,1747,3
1076,1042,930,786,1705,4
1077,906,824,704,1685,2
1078,776,669,504,1594,1
1079,872,769,598,1687,2
1080,1005,877,760,1700,3
1081,1055,970,780,1658,4
1082,1006,880,712,1562,3
1083,953,870,665,1658,3
1084,935,900,735,1688,3
1085,895,752,544,1524,2
1086,992,805,678,1611,3
1087,900,842,648,1627,3
1088,953,917,663,1614,3
1089,971,853,779,1598,3
1090,990,953,702,1643,3
1091,873,816,592,1611,2
1092,852,778,563,1520,2
1093,1039,963,927,1697,4
1094,992,931,801,1640,3
1095,970,889,772,1672,3
1096,936,805,704,1662,3
1097,882,776,590,1601,2
1098,978,795,640,1580,3
1099,997,936,842,1676,3
1100,822,702,546,1536,2
1101,932,918,715,1561,3
1102,903,828,575,1475,2
1103,798,698,522,1532,1
1104,957,839,725,1646,3
1105,854,774,517,1657,2
1106,896,828,631,1648,2
1107,804,722,537,1586,2
1108,900,805,597,1609,2
1109,944,821,607,1562,3
1110,875,797,577,1507,2
1111,881,764,499,1468,2
1112,926,847,687,1636,3
1113,1021,863,680,1585,3
1114,919,868,632,1607,3
1115,989,907,776,1657,3
1116,961,883,638,1606,3
1117,994,946,783,1705,3
1118,836,735,602,1605,2
1119,944,952,771,1666,3
1120,896,833,617,1635,2
1121,841,737,462,1498,2
1122,863,715,591,1619,2
1123,870,808,574,1559,2
1124,902,758,621,1639,2
1125,914,883,618,1574,3
1126,824,789,518,1530,2
1127,881,812,631,1552,2
1128,929,838,653,1572,3
1129,900,770,646,1670,2
1130,807,707,569,1574,1
1131,950,798,661,1636,3
1132,892,856,598,1575,3
1133,852,716,533,1676,2
1134,1071,940,755,1705,4
1135,987,907,702,1603,3
1136,961,832,655,1593,3
1137,912,836,644,1611,2
1138,947,840,680,1673,3
1139,893,790,715,1689,2
1140,837,733,499,1529,2
1141,882,700,523,1602,2
1142,1057,805,740,1764,4
1143,956,937,750,1648,3
1144,976,867,604,1587,3
1145,808,641,430,1492,1
1146,1082,951,750,1567,4
1147,1002,845,716,1563,3
1148,966,876,723,1663,3
1149,1030,951,765,1617,3
1150,904,790,660,1683,2
1151,914,752,600,1636,2
1152,933,807,695,1628,3
1153,917,852,637,1536,3
1154,874,880,602,1530,3
1155,1022,913,815,1678,3
1156,956,885,773,1682,3
1157,850,742,537,1585,2
1158,912,826,672,1588,2
1159,895,820,698,1718,2
1160,1021,1010,809,1655,4
1161,893,820,722,1705,2
1162,976,792,630,1608,3
1163,886,766,654,1607,2
1164,847,728,484,1490,2
1165,956,895,653,1563,3
1166,824,811,669,1677,2
1167,945,856,668,1615,3
1168,907,772,672,1570,2
1169,887,826,597,1563,2
1170,929,844,658,1627,3
1171,863,756,657,1743,2
1172,917,893,681,1635,3
1173,1070,1059,894,1699,4
1174,883,781,643,1503,2
1175,1103,932,857,1637,4
1176,854,746,560,1544,2
1177,908,801,613,1493,2
1178,913,928,662,1645,3
1179,923,806,719,1707,3
1180,889,749,586,1611,2
1181,845,767,576,1543,2
1182,874,748,560,1604,2
1183,851,798,616,1588,2
1184,811,722,533,1543,2
1185,998,888,678,1630,3
1186,974,784,776,1674,3
1187,935,778,658,1560,3
1188,1001,930,666,1620,3
1189,790,740,549,1613,2
1190,854,818,539,1541,2
1191,1056,1026,814,1595,4
1192,923,796,611,1600,3
1193,942,865,777,1690,3
1194,930,892,725,1612,3
1195,945,891,664,1559,3
1196,1037,985,806,1678,4
1197,836,767,522,1608,2
1198,790,698,478,1559,1
1199,1040,1031,845,1683,4
1200,985,869,685,1586,3
1201,932,853,646,1646,3
1202,908,788,679,1656,2
1203,820,755,509,1515,2
1204,953,868,745,1754,3
1205,934,773,670,1699,3
1206,969,847,573,1573,3
1207,841,799,597,1657,2
1208,998,895,665,1655,3
1209,826,740,505,1502,2
1210,953,927,749,1653,3
1211,1001,905,756,1633,3
1212,956,837,634,1585,3
1213,975,896,768,1632,3
1214,1019,968,804,1616,3
1215,971,941,762,1670,3
1216,890,698,526,1632,2
1217,834,785,653,1648,2
1218,1046,928,726,1576,4
1219,920,783,557,1606,2
1220,869,772,599,1652,2
1221,1003,970,759,1625,3
1222,955,880,607,1598,3
1223,1068,946,669,1618,4
1224,988,915,697,1674,3
1225,912,855,614,1563,3
1226,1027,881,742,1728,3
1227,995,855,671,1590,3
1228,834,825,577,1636,2
1229,972,939,803,1655,3
1230,928,837,634,1707,3
1231,891,822,681,1676,2
1232,998,895,734,1633,3
1233,983,803,672,1607,3
1234,919,911,662,1618,3
1235,916,822,703,1708,2
1236,920,790,709,1735,2
1237,855,700,586,1715,2
1238,923,727,493,1570,3
1239,988,849,733,1642,3
1240,1098,1174,996,1788,5
1241,913,837,648,1600,3
1242,936,835,729,1675,3
1243,1093,1114,902,1634,5
1244,1037,960,754,1576,4
1245,903,814,654,1599,2
1246,883,824,708,1598,2
1247,986,889,647,1548,3
1248,920,790,631,1607,2
1249,904,775,666,1686,2
1250,865,827,667,1640,2
1251,864,707,497,1563,2
1252,848,788,558,1591,2
1253,1097,982,921,1678,4
1254,937,804,695,1670,3
1255,947,847,563,1529,3
1256,860,757,603,1616,2
1257,959,860,647,1620,3
1258,945,827,642,1510,3
1259,1022,852,701,1626,3
1260,859,815,583,1600,2
1261,1076,966,843,1679,4
1262,1055,928,696,1600,4
1263,1072,906,735,1618,4
1264,863,729,470,1629,2
1265,901,775,608,1651,2
1266,791,742,515,1596,2
1267,983,882,717,1654,3
1268,1035,995,889,1776,4
1269,845,705,532,1546,2
1270,990,876,747,1676,3
1271,924,775,622,1585,3
1272,899,733,574,1594,2
1273,870,781,565,1629,2
1274,972,840,646,1581,3
1275,855,751,529,1614,2
1276,947,834,648,1559,3
1277,967,878,751,1697,3
1278,1026,879,740,1674,3
1279,1018,974,758,1692,4
1280,849,760,554,1615,2
1281,1045,964,852,1762,4
1282,986,1025,814,1573,4
1283,1064,966,824,1674,4
1284,874,761,503,1531,2
1285,964,905,607,1505,3
1286,858,851,692,1700,3
1287,992,903,640,1539,3
1288,885,820,650,1620,2
1289,828,719,580,1712,2
1290,927,810,601,1554,3
1291,821,728,601,1598,2
1292,968,845,664,1612,3
1293,857,806,703,1707,2
1294,922,764,616,1611,3
1295,967,854,654,1599,3
1296,848,747,589,1569,2
1297,864,656,524,1663,2
1298,962,886,706,1666,3
1299,837,801,676,1659,2
1300,965,895,623,1543,3
1301,931,916,628,1571,3
1302,795,681,503,1618,1
1303,910,790,599,1610,2
1304,786,680,508,1512,1
1305,785,725,520,1555,2
1306,1050,942,831,1729,4
1307,964,838,622,1593,3
1308,973,883,706,1609,3
1309,917,907,667,1648,3
1310,953,878,730,1631,3
1311,1032,980,842,1712,4
1312,799,794,549,1541,2
1313,864,754,609,1663,2
1314,990,844,670,1614,3
1315,1006,860,711,1598,3
1316,951,865,655,1617,3
1317,999,900,771,1658,3
1318,935,769,668,1642,3
1319,905,863,707,1698,3
1320,1045,936,757,1648,4
1321,990,866,857,1756,3
1322,922,842,678,1651,3
1323,893,819,630,1634,2
1324,882,794,745,1709,2
1325,828,746,564,1686,2
1326,1009,878,721,1645,3
1327,925,835,646,1565,3
1328,805,690,444,1537,1
1329,918,800,591,1511,2
1330,941,848,696,1649,3
1331,808,694,445,1458,1
1332,893,765,726,1759,2
1333,904,885,707,1558,3
1334,937,797,643,1688,3
1335,869,831,654,1581,2
1336,902,840,626,1583,3
1337,926,871,736,1643,3
1338,1031,955,853,1752,4
1339,948,936,750,1600,3
1340,1086,905,797,1618,4
1341,1053,1005,837,1710,4
1342,838,756,590,1585,2
1343,840,719,512,1595,2
1344,945,794,621,1614,3
1345,1058,967,810,1663,4
1346,915,846,614,1617,3
1347,853,738,544,1596,2
1348,875,790,603,1602,2
1349,1021,926,792,1694,3
1350,1015,853,618,1510,3
1351,995,886,603,1534,3
1352,1127,970,885,1634,4
1353,1038,1000,842,1679,4
1354,1011,956,798,1618,3
1355,908,840,634,1658,3
1356,870,749,561,1643,2
1357,992,905,774,1652,3
1358,988,847,730,1615,3
1359,1022,933,850,1674,3
1360,995,883,643,1527,3
1361,877,710,505,1518,2
1362,840,825,729,1653,2
1363,1035,866,835,1659,4
1364,807,668,463,1570,1
1365,1063,1121,802,1570,5
1366,1153,1121,951,1653,5
1367,815,680,582,1712,2
1368,999,863,703,1519,3
1369,1145,1127,1019,1702,5
1370,915,801,645,1627,2
1371,1065,942,721,1516,4
1372,1032,900,661,1583,4
1373,896,775,589,1647,2
1374,837,702,528,1594,2
1375,913,783,623,1617,2
1376,1188,1032,896,1674,5
1377,1030,981,833,1605,4
1378,1139,1090,916,1649,4
1379,869,780,677,1603,2
1380,773,726,535,1620,2
1381,1052,908,712,1584,4
1382,860,725,527,1579,2
1383,1045,933,721,1608,4
1384,932,781,589,1656,3
1385,953,867,731,1639,3
1386,854,771,620,1630,2
1387,1033,991,695,1615,4
1388,939,850,620,1584,3
1389,954,814,669,1664,3
1390,893,830,543,1545,2
1391,867,862,648,1688,3
1392,842,701,625,1673,2
1393,866,807,643,1647,2
1394,957,957,736,1637,3
1395,1036,922,824,1787,4
1396,992,895,701,1503,3
1397,1040,940,699,1562,4
1398,1021,912,754,1558,3
1399,946,818,647,1576,3
1400,961,830,666,1628,3
1401,1100,944,831,1748,4
1402,994,840,632,1572,3
1403,937,824,746,1743,3
1404,920,904,589,1561,3
1405,925,825,643,1623,3
1406,965,908,705,1649,3
1407,1074,901,760,1661,4
1408,976,847,680,1668,3
1409,941,842,695,1722,3
1410,1045,1077,868,1674,4
1411,902,770,653,1663,2
1412,1001,856,804,1543,3
1413,935,763,673,1561,3
1414,802,682,516,1587,1
1415,928,841,526,1495,3
1416,1129,1106,914,1645,5
1417,1061,1045,919,1653,4
1418,1005,993,757,1685,4
1419,1048,1017,717,1569,4
1420,915,851,738,1656,3
1421,920,860,769,1672,3
1422,932,785,692,1622,3
1423,894,765,609,1664,2
1424,854,737,596,1636,2
1425,1045,953,740,1666,4
1426,1056,973,804,1558,4
1427,1093,958,934,1674,4
1428,952,812,568,1534,3
1429,847,923,626,1630,3
1430,1005,878,738,1671,3
1431,968,816,808,1789,3
1432,852,831,624,1553,2
1433,1010,903,775,1673,3
1434,902,824,631,1598,2
1435,990,972,875,1798,3
1436,888,800,650,1641,2
1437,848,772,650,1718,2
1438,1001,925,638,1568,3
1439,923,840,642,1652,3
1440,954,829,698,1676,3
1441,1083,968,831,1595,4
1442,1053,1095,962,1697,4
1443,1167,1050,930,1703,5
1444,826,696,489,1567,2
1445,818,760,536,1554,2
1446,930,736,629,1645,3
1447,818,651,510,1625,2
1448,966,837,654,1560,3
1449,946,798,588,1501,3
1450,931,880,650,1617,3
1451,913,790,679,1660,2
1452,1053,1045,719,1635,4
1453,984,1033,920,1621,4
1454,920,757,618,1596,2
1455,951,885,712,1649,3
1456,921,893,643,1590,3
1457,935,968,793,1630,3
1458,903,930,575,1505,3
1459,979,837,686,1590,3
1460,882,840,688,1613,3
1461,981,900,778,1620,3
1462,1053,955,765,1687,4
1463,887,796,590,1613,2
1464,964,833,626,1648,3
1465,1016,891,908,1820,3
1466,863,656,500,1613,2
1467,978,808,688,1719,3
1468,926,803,567,1543,3
1469,913,807,622,1674,2
1470,981,865,707,1662,3
1471,945,876,685,1612,3
1472,836,723,571,1605,2
1473,1112,1056,846,1560,4
1474,814,711,618,1664,2
1475,943,780,672,1662,3
1476,924,778,692,1620,3
1477,764,637,469,1567,1
1478,873,790,674,1689,2
1479,845,718,529,1576,2
1480,861,840,644,1596,3
1481,1023,1026,819,1684,4
1482,908,817,683,1702,2
1483,852,689,582,1745,2
1484,861,764,532,1599,2
1485,985,858,703,1628,3
1486,1037,855,807,1651,4
1487,886,825,569,1592,2
1488,897,787,504,1587,2
1489,955,941,743,1628,3
1490,918,840,648,1627,3
1491,949,846,652,1617,3
1492,830,790,548,1582,2
1493,897,776,561,1537,2
1494,916,823,663,1629,2
1495,900,725,577,1640,2
1496,934,908,790,1675,3
1497,996,908,671,1592,3
1498,1020,942,691,1633,3
1499,919,863,773,1733,3
1500,893,733,622,1610,2
1501,943,852,620,1566,3
1502,990,898,691,1639,3
1503,885,879,626,1580,3
1504,873,751,587,1557,2
1505,913,864,694,1683,3
1506,930,779,647,1597,3
1507,883,884,621,1598,3
1508,956,940,698,1613,3
1509,835,769,656,1649,2
1510,847,757,602,1672,2
1511,891,784,743,1713,2
1512,1032,991,744,1641,4
1513,928,788,633,1612,3
1514,892,807,621,1596,2
1515,821,720,467,1442,2
1516,978,849,639,1555,3
1517,915,858,579,1497,3
1518,973,889,708,1612,3
1519,911,757,698,1690,2
1520,981,828,654,1634,3
1521,900,820,542,1509,2
1522,862,739,593,1582,2
1523,909,789,497,1465,2
1524,913,733,526,1545,2
1525,825,740,480,1475,2
1526,951,808,557,1633,3
1527,976,967,724,1631,3
1528,945,909,661,1626,3
1529,1057,962,794,1533,4
1530,904,834,572,1553,2
1531,946,948,785,1752,3
1532,976,848,676,1618,3
1533,887,721,530,1634,2
1534,991,865,777,1689,3
1535,877,793,524,1534,2
1536,900,731,601,1629,2
1537,893,750,559,1628,2
1538,845,744,530,1603,2
1539,880,780,578,1547,2
1540,1010,860,644,1585,3
1541,1016,900,693,1638,3
1542,1033,955,849,1754,4
1543,895,753,607,1623,2
1544,919,825,623,1614,2
1545,870,774,601,1676,2
1546,825,679,516,1560,2
1547,792,716,505,1637,2
1548,892,699,532,1542,2
1549,904,814,566,1536,2
1550,945,853,732,1613,3
1551,908,783,576,1595,2
1552,1005,860,807,1659,3
1553,895,750,622,1564,2
1554,1014,960,726,1686,3
1555,978,873,711,1678,3
1556,975,923,572,1573,3
1557,889,791,623,1589,2
1558,884,771,602,1621,2
1559,1135,983,805,1679,4
1560,914,787,561,1598,2
1561,766,657,520,1713,1
1562,880,781,578,1550,2
1563,834,740,580,1583,2
1564,834,819,612,1540,2
1565,936,805,585,1541,3
1566,1052,1010,875,1622,4
1567,1015,905,773,1793,3
1568,1026,920,755,1713,3
1569,1043,924,678,1603,4
1570,1062,1003,888,1711,4
1571,921,780,665,1641,3
1572,963,1003,580,1494,4
1573,1029,863,665,1672,3
1574,884,856,649,1616,3
1575,983,902,673,1585,3
1576,1065,1010,744,1612,4
1577,869,759,576,1663,2
1578,1004,893,735,1656,3
1579,940,844,636,1598,3
1580,770,665,432,1545,1
1581,1072,930,747,1634,4
1582,971,807,669,1704,3
1583,1100,957,826,1664,4
1584,873,868,578,1522,3
1585,907,782,637,1646,2
1586,1019,966,758,1557,3
1587,950,778,594,1625,3
1588,1143,980,872,1671,5
1589,970,850,693,1535,3
1590,903,670,500,1591,2
1591,916,745,567,1567,2
1592,868,826,589,1540,2
1593,987,860,640,1573,3
1594,942,797,683,1637,3
1595,908,706,566,1604,2
1596,881,730,632,1740,2
1597,882,743,591,1563,2
1598,907,805,760,1773,2
1599,966,912,664,1672,3
1600,931,853,658,1564,3
1601,968,847,710,1600,3
1602,830,726,551,1586,2
1603,883,795,593,1566,2
1604,959,837,661,1683,3
1605,910,816,658,1613,2
1606,940,814,634,1572,3
1607,869,693,480,1584,2
1608,900,798,660,1706,2
1609,887,807,601,1620,2
1610,807,778,546,1640,2
1611,1266,1305,1166,1711,6
1612,1042,919,793,1641,4
1613,791,611,454,1567,1
1614,814,698,499,1629,2
1615,695,615,358,1479,1
1616,912,859,700,1663,3
1617,934,887,770,1749,3
1618,984,911,649,1592,3
1619,887,733,550,1591,2
1620,1081,979,875,1710,4
1621,1012,968,768,1684,3
1622,1018,941,763,1625,3
1623,935,732,650,1666,3
1624,896,760,555,1576,2
1625,1036,905,755,1685,4
1626,850,715,548,1629,2
1627,926,878,705,1637,3
1628,888,788,548,1597,2
1629,967,903,763,1676,3
1630,1026,870,784,1672,3
1631,920,848,698,1707,3
1632,879,825,650,1649,2
1633,972,955,794,1615,3
1634,1157,1105,897,1629,5
1635,850,785,525,1615,2
1636,976,972,772,1537,3
1637,899,793,657,1663,2
1638,888,798,537,1582,2
1639,1010,955,667,1499,3
1640,1010,920,833,1771,3
1641,967,855,599,1545,3
1642,975,914,649,1603,3
1643,1066,938,788,1580,4
1644,1062,960,752,1608,4
1645,941,900,643,1561,3
1646,880,780,613,1642,2
1647,1027,935,847,1600,3
1648,953,890,687,1591,3
1649,997,821,697,1697,3
1650,870,793,602,1691,2
1651,956,775,631,1563,3
1652,1152,1034,952,1598,5
1653,795,664,513,1631,1
1654,937,907,694,1648,3
1655,826,768,509,1496,2
1656,878,672,520,1522,2
1657,1047,965,889,1769,4
1658,900,784,785,1761,2
1659,976,903,678,1618,3
1660,912,841,644,1612,3
1661,940,870,657,1653,3
1662,955,852,661,1598,3
1663,1130,993,925,1770,4
1664,1001,866,611,1566,3
1665,961,757,611,1668,3
1666,973,907,797,1614,3
1667,1021,853,682,1673,3
1668,840,779,489,1588,2
1669,1053,926,669,1534,4
1670,888,825,617,1490,2
1671,955,938,706,1611,3
1672,909,755,611,1599,2
1673,1001,867,662,1645,3
1674,910,784,532,1571,2
1675,933,753,616,1657,3
1676,974,914,737,1641,3
1677,947,826,657,1710,3
1678,986,875,671,1674,3
1679,1180,1095,831,1561,5
1680,1100,1076,866,1664,4
1681,1101,1087,1054,1743,4
1682,1080,1011,920,1681,4
1683,913,931,617,1498,3
1684,1026,888,772,1595,3
1685,1047,971,777,1771,4
1686,1113,1015,802,1585,4
1687,1080,995,953,1819,4
1688,1094,1067,870,1683,4
1689,974,853,730,1686,3
1690,1096,937,877,1703,4
1691,976,967,823,1707,3
1692,1078,1112,831,1678,5
1693,886,700,599,1646,2
1694,962,907,725,1676,3
1695,872,810,630,1703,2
1696,901,900,623,1609,3
1697,1100,935,821,1636,4
1698,910,858,624,1625,3
1699,883,790,567,1615,2
1700,1060,960,675,1603,4
1701,846,778,623,1641,2
1702,920,791,644,1697,2
1703,926,838,626,1571,3
1704,946,845,713,1548,3
1705,899,799,630,1633,2
1706,1032,922,820,1667,4
1707,1043,956,762,1584,4
1708,929,843,697,1642,3
1709,1098,1064,910,1736,4
1710,965,957,801,1671,3
1711,912,820,683,1595,2
1712,964,875,769,1716,3
1713,879,768,601,1574,2
1714,1054,1073,821,1610,4
1715,947,913,842,1643,3
1716,992,959,791,1697,3
1717,941,840,575,1501,3
1718,884,787,568,1632,2
1719,1015,893,720,1654,3
1720,787,706,521,1571,1
1721,1031,850,689,1596,4
1722,881,796,652,1589,2
1723,1131,1010,827,1650,4
1724,927,910,662,1611,3
1725,971,1013,715,1632,4
1726,1220,1046,973,1729,5
1727,800,650,450,1533,1
1728,793,720,504,1611,2
1729,848,747,577,1650,2
1730,932,867,562,1473,3
1731,941,810,728,1700,3
1732,940,807,722,1692,3
1733,826,738,560,1611,2
1734,990,920,824,1734,3
1735,1047,918,825,1692,4
1736,1071,1093,995,1647,4
1737,1222,1140,988,1599,5
1738,1102,1017,815,1614,4
1739,950,945,723,1549,3
1740,957,868,736,1634,3
1741,951,805,698,1760,3
1742,1026,944,766,1683,3
1743,900,814,651,1618,2
1744,800,735,518,1565,2
1745,868,814,549,1592,2
1746,862,787,576,1636,2
1747,914,808,583,1538,2
1748,883,822,670,1648,2
1749,936,801,631,1645,3
1750,880,842,627,1623,3
1751,941,844,676,1611,3
1752,872,747,534,1602,2
1753,1008,873,748,1670,3
1754,915,757,644,1643,2
1755,979,854,677,1628,3
1756,904,778,620,1575,2
1757,834,713,536,1613,2
1758,868,771,599,1598,2
1759,898,857,644,1610,3
1760,822,739,536,1597,2
1761,1086,972,882,1590,4
1762,930,840,646,1688,3
1763,936,878,662,1502,3
1764,915,788,698,1593,2
1765,1036,895,677,1607,4
1766,881,740,586,1625,2
1767,886,767,526,1525,2
1768,894,797,564,1563,2
1769,923,840,765,1734,3
1770,996,947,871,1734,3
1771,920,812,682,1728,2
1772,893,856,629,1661,3
1773,872,733,568,1703,2
1774,971,857,680,1702,3
1775,911,782,669,1772,2
1776,928,918,712,1626,3
1777,999,875,781,1661,3
1778,966,835,675,1549,3
1779,938,795,663,1634,3
1780,1016,967,793,1661,3
1781,946,902,604,1564,3
1782,1075,902,732,1664,4
1783,1044,986,712,1553,4
1784,909,840,722,1700,3
1785,926,827,610,1542,3
1786,987,975,817,1743,4
1787,980,905,799,1623,3
1788,845,770,602,1590,2
1789,882,737,584,1604,2
1790,872,752,601,1627,2
1791,1014,918,834,1718,3
1792,1173,957,973,1705,5
1793,857,686,557,1561,2
1794,803,782,553,1661,2
1795,841,700,526,1620,2
1796,857,690,614,1660,2
1797,1083,1034,894,1697,4
1798,1066,990,893,1699,4
1799,901,800,702,1740,2
1800,1030,879,738,1701,3
1801,900,727,601,1707,2
1802,998,991,782,1560,4
1803,780,647,442,1483,1
1804,802,678,476,1587,1
1805,907,846,642,1579,3
1806,940,850,737,1659,3
1807,972,851,776,1684,3
1808,900,770,620,1593,2
1809,953,843,646,1589,3
1810,945,856,697,1683,3
1811,953,795,724,1704,3
1812,1022,883,697,1736,3
1813,927,768,620,1633,3
1814,1013,857,884,1724,3
1815,1001,982,712,1487,4
1816,1018,915,684,1560,3
1817,978,920,623,1561,3
1818,930,816,614,1618,3
1819,930,667,551,1604,3
1820,1141,1198,1121,1658,5
1821,970,882,749,1658,3
1822,956,870,709,1591,3
1823,872,780,588,1638,2
1824,1003,1016,876,1751,4
1825,857,753,597,1587,2
1826,1044,937,680,1540,4
1827,1009,946,707,1576,3
1828,920,745,686,1737,2
1829,901,826,624,1573,2
1830,903,805,610,1622,2
1831,891,773,582,1588,2
1832,843,624,489,1548,2
1833,938,865,696,1662,3
1834,976,895,795,1718,3
1835,885,805,600,1519,2
1836,950,826,640,1573,3
1837,932,883,712,1566,3
1838,820,696,475,1529,2
1839,909,820,735,1585,2
1840,893,730,546,1611,2
1841,925,770,562,1610,3
1842,947,830,582,1541,3
1843,999,870,812,1766,3
1844,838,738,518,1626,2
1845,852,706,523,1644,2
1846,1023,865,756,1679,3
1847,912,812,674,1743,2
1848,825,670,552,1658,2
1849,1031,900,690,1610,4
1850,893,840,636,1675,3
1851,951,784,641,1637,3
1852,934,933,701,1628,3
1853,1004,978,793,1645,4
1854,957,883,660,1595,3
1855,1117,1032,931,1731,4
1856,960,912,661,1567,3
1857,780,672,510,1628,1
1858,916,877,686,1688,3
1859,1063,932,839,1706,4
1860,893,840,652,1543,3
1861,1102,1032,920,1665,4
1862,900,783,667,1690,2
1863,823,668,464,1471,2
1864,943,882,627,1616,3
1865,901,727,593,1753,2
1866,795,698,508,1626,1
1867,944,866,727,1698,3
1868,970,777,583,1545,3
1869,942,785,669,1759,3
1870,1041,1055,842,1732,4
1871,884,830,601,1587,2
1872,920,773,609,1605,2
1873,943,872,687,1530,3
1874,887,715,549,1598,2
1875,826,674,452,1524,2
1876,1055,1066,835,1683,4
1877,901,822,641,1577,2
1878,906,749,588,1583,2
1879,878,750,563,1582,2
1880,1016,895,702,1569,3
1881,1015,876,779,1651,3
1882,998,902,626,1463,3
1883,1198,1113,992,1659,5
1884,883,784,626,1596,2
1885,1050,903,713,1600,4
1886,872,715,528,1557,2
1887,896,783,552,1565,2
1888,962,827,622,1525,3
1889,863,860,612,1613,3
1890,814,727,529,1674,2
1891,996,923,748,1614,3
1892,898,815,582,1558,2
1893,942,907,790,1774,3
1894,922,785,618,1633,3
1895,992,1004,716,1611,4
1896,958,858,692,1768,3
1897,973,850,635,1578,3
1898,917,901,704,1619,3
1899,946,890,668,1681,3
1900,841,728,535,1613,2
1901,967,808,615,1575,3
1902,1018,918,751,1648,3
1903,867,690,546,1590,2
1904,973,905,695,1609,3
1905,990,919,773,1625,3
1906,1012,960,751,1676,3
1907,1040,945,700,1623,4
1908,829,735,502,1612,2
1909,984,866,717,1720,3
1910,910,935,644,1567,3
1911,1203,1076,1072,1770,5
1912,1196,1176,940,1668,5
1913,968,886,764,1588,3
1914,1140,1135,897,1616,5
1915,1091,974,777,1593,4
1916,870,721,497,1572,2
1917,913,837,662,1674,3
1918,1049,851,696,1652,4
1919,1071,996,844,1664,4
1920,910,852,647,1691,3
1921,1019,935,780,1657,3
1922,965,927,773,1704,3
1923,952,921,734,1654,3
1924,982,937,695,1578,3
1925,1035,872,707,1645,4
1926,1142,1025,936,1631,5
1927,1055,1106,857,1561,5
1928,914,767,573,1516,2
1929,930,823,676,1749,3
1930,1006,933,855,1715,3
1931,929,735,549,1600,3
1932,872,772,588,1683,2
1933,983,987,715,1557,4
1934,873,837,580,1548,3
1935,934,873,697,1714,3
1936,1006,803,685,1649,3
1937,907,804,586,1528,2
1938,1101,1055,842,1596,4
1939,1068,901,909,1658,4
1940,1168,1172,1047,1701,5
1941,896,791,663,1683,2
1942,1154,962,766,1634,5
1943,941,745,715,1695,3
1944,898,801,591,1548,2
1945,952,955,665,1587,3
1946,991,1032,676,1549,4
1947,1091,1042,792,1606,4
1948,1005,966,652,1508,3
1949,931,844,753,1733,3
1950,886,752,517,1560,2
1951,1060,954,865,1739,4
1952,952,857,732,1629,3
1953,923,840,741,1609,3
1954,1093,1090,906,1740,4
1955,943,960,845,1678,3
1956,974,830,631,1545,3
1957,1113,1003,898,1809,4
1958,1090,977,970,1764,4
1959,940,855,663,1606,3
1960,952,863,594,1567,3
1961,1059,917,657,1594,4
1962,1125,919,786,1587,4
1963,837,695,520,1573,2
1964,920,792,641,1624,2
1965,1037,1014,798,1635,4
1966,1021,906,740,1580,3
1967,935,795,641,1691,3
1968,1072,1012,803,1656,4
1969,1089,965,714,1615,4
1970,973,869,924,1749,3
1971,1042,903,668,1561,4
1972,925,817,678,1674,3
1973,865,681,577,1721,2
1974,1030,915,687,1704,3
1975,1038,870,758,1636,4
1976,1047,941,652,1583,4
1977,994,847,699,1604,3
1978,802,755,474,1533,2
1979,931,742,558,1594,3
1980,990,960,768,1719,3
1981,1082,1043,832,1687,4
1982,1016,971,717,1613,3
1983,1093,982,762,1644,4
1984,922,837,632,1616,3
1985,902,891,610,1641,3
